dataset,perturbation,problem_head,target,perturbed_val,orig_val,orig_align_ok,cont_len,cont_n_nums,cont_empty,cont_trivial,cont_no_nums,cont_starts_digit,cont_has_target,cont_last_num_is_target,cont_has_perturbed,cont_has_original,had_suffix,answer,scorer_correct,correct,error_type,recovery_behavior,cont_head,cont_tail
svamp,add1,Matthew had 15 crackers. If Matthew gave equal numbers of cr,1.0,2.0,1.0,True,85,1,False,False,False,False,True,True,False,True,True,1.,True,True,calculation,explicitly identifies error,"My apologies, I made an error in my calculations. Each friend actually ate 1 cracker.","My apologies, I made an error in my calculations. Each friend actually ate 1 cracker."
svamp,add1,Last week Fred had 19 dollars and Jason had 16 dollars. They,21.0,22.0,21.0,True,43,1,False,False,False,False,True,True,False,True,True,21.,True,True,calculation,complete hallucination,A: Fred earned 21 dollars over the weekend.,A: Fred earned 21 dollars over the weekend.
svamp,add1,Rachel has 4 apple trees. She picked 7 apples from each of h,28.0,29.0,28.0,True,17,1,False,False,False,True,True,True,False,True,True,28.,True,True,calculation,states correct value,28 apples in all.,28 apples in all.
svamp,add1,The Ferris wheel in paradise park has 2 small seats and 23 l,28.0,29.0,28.0,True,316,5,False,False,False,False,True,True,False,True,True,28 people.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find out how many people can ride on the small seats. Since there are 2 s",r of small seats by the number of people each small seat can hold: |  | 2 small seats * 14 people per small seat = 28 people
svamp,add1,A grocery store had 4 bottles of diet soda. If they had 79 m,83.0,84.0,83.0,True,53,1,False,False,False,False,False,False,True,False,True,83.,True,True,calculation,complete hallucination,"So, the grocery store had 84 bottles of regular soda.","So, the grocery store had 84 bottles of regular soda."
svamp,add1,During the Arkansas and Texas tech game the Razorback t-shir,6.0,7.0,6.0,True,83,1,False,False,False,False,True,True,False,True,True,6.,True,True,calculation,complete hallucination,The Razorback t-shirt shop sold 6 t-shirts during the Arkansas and Texas tech game.,The Razorback t-shirt shop sold 6 t-shirts during the Arkansas and Texas tech game.
svamp,add1,Bryan took a look at his books and magazines. If he has 9 bo,460.0,461.0,460.0,True,357,7,False,False,False,False,True,True,False,True,True,460.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find out how many magazines are in one bookshelf. We know that Bryan has ",ber of bookshelves (10) to find the total number of magazines: |  | 46 magazines/bookshelf * 10 bookshelves = 460 magazines.
svamp,add1,2 birds were sitting on the fence. 5 more birds and 4 more s,3.0,4.0,3.0,True,50,1,False,False,False,True,True,True,False,True,True,3.,True,True,calculation,states correct value,3 more birds than storks are sitting on the fence.,3 more birds than storks are sitting on the fence.
svamp,add1,Baker made 170 cakes. He sold 78 of them and bought 31 new c,47.0,124.0,123.0,True,248,6,False,False,False,False,True,True,False,False,True,47.,True,True,calculation,complete hallucination,"Now, we need to find out how many more cakes the baker sold than those he bought. To do this, we subtract the number of "," bought (31) from the number of cakes he sold (78): 78 - 31 = 47. So, the baker sold 47 more cakes than those he bought."
svamp,add1,Shirley sold 25 cases of boxes of trefoils. How many boxes o,350.0,351.0,350.0,True,273,5,False,False,False,False,True,True,False,True,True,350 boxes.,True,True,calculation,directly redoes calculation,A: Let's think step by step. Shirley sold 25 cases of boxes of trefoils. Each case has 14 boxes. To find out how many bo,"ver, we need to multiply the number of cases by the number of boxes in each case. |  | 25 cases * 14 boxes/case = 350 boxes."
svamp,add1,White t - shirts can be purchased in packages. If mom buys 6,22.0,23.0,22.0,True,48,1,False,False,False,False,False,False,True,False,True,23.,False,False,calculation,,"So, mom will have 23 packages of white t-shirts.","So, mom will have 23 packages of white t-shirts."
svamp,add1,The Razorback t-shirt shop makes $ 78 dollars off each t-shi,1092.0,1093.0,1092.0,True,87,1,False,False,False,False,True,True,False,True,True,1092.,True,True,calculation,complete hallucination,The Razorback t-shirt shop made $1092 from selling t-shirts during the Texas Tech game.,The Razorback t-shirt shop made $1092 from selling t-shirts during the Texas Tech game.
svamp,add1,There are 62 different movies and 19 different books in the ,15.0,16.0,15.0,True,8,1,False,True,False,True,True,True,False,True,True,15 books.,True,True,calculation,states correct value,15 books,15 books
svamp,add1,In Haley's class some boys love to play marbles. Haley gives,14.0,15.0,14.0,True,276,7,False,False,False,False,True,True,False,True,True,14 boys.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. Haley gave 2 marbles to each boy, and she had 28 marbles in total. To find out how many boy", the total number of marbles (28) by the number of marbles each boy received (2). |  | 28 marbles ÷ 2 marbles/boy = 14 boys.
svamp,add1,Emily is making bead necklaces for her friends. Each necklac,2.0,3.0,2.0,True,12,1,False,False,False,True,True,True,False,True,True,2 necklaces.,True,True,calculation,states correct value,2 necklaces.,2 necklaces.
svamp,add1,Paul got a box of 253 crayons for his birthday. By the end o,183.0,184.0,183.0,True,56,1,False,False,False,False,False,False,True,False,True,183.,True,True,calculation,complete hallucination,Paul had 184 crayons left by the end of the school year.,Paul had 184 crayons left by the end of the school year.
svamp,add1,An industrial machine made 9 shirts yesterday and 44 shirts ,3.0,54.0,53.0,True,324,5,False,False,False,False,True,True,False,False,True,3.,True,True,calculation,complete hallucination,"shirts in total. |  | Now, we know that the machine can make 3 shirts a minute. To find out how many minutes the machine wor","f shirts made per minute: |  | 9 shirts / 3 shirts per minute = 3 minutes.  |  | So, the machine worked for 3 minutes yesterday."
svamp,add1,There are 7 baskets of peaches. Each basket has 10 red peach,14.0,15.0,14.0,True,385,4,False,False,False,False,True,True,False,True,True,14 green peaches.,True,True,calculation,explicitly identifies error,"A: I apologize for the mistake in my previous response. Let's think step by step. First, we need to find the total numbe",aches in each basket to find the total number of green peaches.  |  | 7 baskets * 2 green peaches/basket = 14 green peaches.
svamp,add1,Rachel had to complete 10 pages of math homework. If she had,23.0,14.0,13.0,True,172,8,False,False,False,True,True,True,False,True,True,23.,True,True,calculation,states correct value,"13 pages of reading homework. Now, we just need to add the number of pages of math and reading homework together: 10 + 1",dd the number of pages of math and reading homework together: 10 + 13 = <<10+13=23>>23 pages in all. Answer: \boxed{23}.
svamp,add1,In a school there are 700 girls and the rest are boys. If th,1542.0,1543.0,1542.0,True,21,0,False,False,True,False,False,False,False,False,True,1543.,False,False,calculation,,pupils in the school.,pupils in the school.
svamp,add1,A waiter had 14 customers. 5 customers left. How many custom,9.0,10.0,9.0,True,12,1,False,False,False,True,True,True,False,True,True,9 customers.,True,True,calculation,states correct value,9 customers.,9 customers.
svamp,add1,Lucy went to the grocery store. She bought 2 packs of cookie,14.0,15.0,14.0,True,233,5,False,False,False,False,True,True,False,True,True,14.,True,True,calculation,directly redoes calculation,A: Let's think step by step. Lucy bought 2 packs of cookies and 12 packs of cakes. To find the total number of packs she,"cks she bought, we simply add the two amounts together: |  | 2 packs of cookies + 12 packs of cakes = 14 packs of groceries."
svamp,add1,Marco and his dad went strawberry picking. His strawberries ,40.0,41.0,40.0,True,9,1,False,True,False,True,True,True,False,True,True,40 pounds.,True,True,calculation,states correct value,40 pounds,40 pounds
svamp,add1,The Razorback t-shirt shop makes $ 106 dollars off each t-sh,127.0,128.0,127.0,True,415,5,False,False,False,False,True,True,False,True,True,127.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we know that they sold a total of 242 t-shirts during both games. They sold 115 t-sh",m the total number of t-shirts sold: |  | 242 total t-shirts - 115 t-shirts (Arkansas game) = 127 t-shirts (Texas Tech game)
svamp,add1,For the walls of the house he would use 12 large planks of w,29.0,30.0,29.0,True,237,5,False,False,False,False,True,True,False,True,True,29.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find the total number of planks John needs for the house wall. He needs 1","s 12 large planks and 17 small planks, so the total number of planks is: |  | 12 large planks + 17 small planks = 29 planks."
svamp,add1,Paige was helping her mom plant flowers and together they pl,5.0,6.0,5.0,True,22,1,False,False,False,True,True,True,False,True,True,5 seeds per flowerbed.,True,True,calculation,states correct value,5 seeds per flowerbed.,5 seeds per flowerbed.
svamp,add1,Mary is baking a cake. The recipe calls for 9 cups of sugar ,1.0,6.0,5.0,True,275,8,False,False,False,True,False,False,True,True,True,2.,False,False,calculation,,"5>>6 more cups of flour. Now, we need to find the difference between the cups of flour and cups of salt she needs to add","lour and 4 cups of salt. So, the difference is 6 - 4 = 2 cups. Mary needs to add 2 more cups of flour than cups of salt."
svamp,add1,Baker made some cakes. He sold 145 of them. If he still has ,217.0,218.0,217.0,True,30,1,False,False,False,False,False,False,True,False,True,217,True,True,calculation,complete hallucination,Baker made 218 cakes in total.,Baker made 218 cakes in total.
svamp,add1,Jerry had 9 action figures on a shelf in his room. Later he ,6.0,17.0,16.0,True,281,10,False,False,False,True,False,False,True,True,True,7.,False,False,calculation,,"16>>17 action figures. Now, he has 10 books on the shelf. To find out how many more action figures than books were on hi","from the number of action figures: 17 - 10 = <<17-10=7>>7. So, there were 7 more action figures than books on his shelf."
svamp,add1,For the walls of the house he would use 12 large planks of w,20.0,21.0,20.0,True,9,1,False,True,False,True,True,True,False,True,True,20 nails.,True,True,calculation,states correct value,20 nails.,20 nails.
svamp,add1,Debby drinks 6 bottles a day. If she bought a total of 12 wa,2.0,3.0,2.0,True,6,1,False,True,False,True,True,True,False,True,True,2 days.,True,True,calculation,states correct value,2 days,2 days
svamp,add1,Next on his checklist is wax to stick the feathers together ,28.0,29.0,28.0,True,242,5,False,False,False,False,True,True,False,True,True,28.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find out how many grams of wax he still needs to get. We know he needs 28","g in total and right now he needs 260 g. So, he already has: |  | 288 g (total needed) - 260 g (still needed) = 28 g of wax."
svamp,add1,Jake has 13 more apples and 17 fewer peaches than Steven. St,25.0,26.0,25.0,True,38,3,False,False,False,True,True,False,True,True,True,26.,False,False,calculation,,"25>>26 apples. So, Jake has 26 apples.","25>>26 apples. So, Jake has 26 apples."
svamp,add1,A waiter had 11 customers. After some left he still had 3 cu,5.0,9.0,8.0,True,288,7,False,False,False,True,True,True,False,True,True,5.,True,True,calculation,states correct value,"8 = L |  | So, 8 customers left. Now, we need to find how many more customers left than those that stayed behind. We know th"," this number from the number of customers who left: |  | 8 - 3 = 5 |  | So, 5 more customers left than those that stayed behind."
svamp,add1,Frank put some pieces of candy equally into 2 bags. If he ha,8.0,9.0,8.0,True,136,4,False,False,False,False,True,True,False,True,True,8.,True,True,calculation,explicitly identifies error,"A: I apologize for the mistake in my previous response. The correct answer is: |  | 16 ÷ 2 = 8 |  | So, there are 8 pieces of ca","or the mistake in my previous response. The correct answer is: |  | 16 ÷ 2 = 8 |  | So, there are 8 pieces of candy in each bag."
svamp,add1,Julia played tag with 5 kids on tuesday. She had played tag ,1.0,2.0,1.0,True,20,1,False,False,False,True,True,True,False,True,True,1.,True,True,calculation,states correct value,1 kid more on Monday,1 kid more on Monday
svamp,add1,Bryan took a look at his books as well. Each bookshelf conta,19.0,20.0,19.0,True,15,1,False,False,False,True,True,True,False,True,True,19 bookshelves.,True,True,calculation,states correct value,19 bookshelves.,19 bookshelves.
svamp,add1,There were 7 roses in the vase. Jessica cut some more roses ,13.0,14.0,13.0,True,44,1,False,False,False,False,False,False,True,False,True,14.,False,False,calculation,,Jessica cut 14 roses from her flower garden.,Jessica cut 14 roses from her flower garden.
svamp,add1,53 campers went rowing in the morning 48 campers went rowing,4.0,5.0,4.0,True,62,1,False,False,False,True,True,True,False,True,True,4.,True,True,calculation,states correct value,4 more campers went rowing in the morning than in the evening.,4 more campers went rowing in the morning than in the evening.
svamp,add1,Marco and his dad went strawberry picking. Together they col,16.0,17.0,16.0,True,14,2,False,False,False,True,True,True,False,True,True,16.,True,True,calculation,states correct value,16>>16 pounds.,16>>16 pounds.
svamp,add1,He then went to see the oranges being harvested. He found ou,1848.0,1849.0,1848.0,True,239,6,False,False,False,False,True,True,False,True,True,1848 oranges per day.,True,True,calculation,directly redoes calculation,"A: Let's think step by step. First, we need to find out how many oranges are in 66 sacks. To do this, we can multiply th",he number of sacks (66) by the number of oranges in each sack (28).  |  | 66 sacks * 28 oranges/sack = 1848 oranges per day.
svamp,add1,At the arcade Dave had won some tickets. He used 12 tickets ,26.0,27.0,26.0,True,11,1,False,False,False,True,True,True,False,True,True,26 tickets.,True,True,calculation,states correct value,26 tickets.,26 tickets.
svamp,add1,Mary is baking a cake. The recipe calls for 12 cups of flour,11.0,12.0,11.0,True,27,1,False,False,False,True,True,True,False,True,True,11 cups.,True,True,calculation,states correct value,11 cups (more sugar needed),11 cups (more sugar needed)
svamp,add1,Zachary did 44 push-ups in gym class today. David did 58 mor,146.0,103.0,102.0,True,252,8,False,False,False,True,True,True,False,True,True,146.,True,True,calculation,states correct value,"102 push-ups. Now, we need to find out how many push-ups they did altogether. To do this, we simply add the number of pu","of them did: 44 (Zachary) + 102 (David) = <<44+102=146>>146 push-ups. So, Zachary and David did 146 push-ups altogether."
svamp,add1,If Lewis earns a total of $ 460 during 5 weeks of harvest Ho,92.0,93.0,92.0,True,26,1,False,False,False,False,False,False,True,False,True,93.,False,False,calculation,,Lewis earns $93 each week.,Lewis earns $93 each week.
svamp,add1,Because of the decision Sofia asked the students to suggest ,314.0,315.0,314.0,True,73,1,False,False,False,False,False,False,True,False,True,315.,False,False,calculation,,"So, 315 more students suggested bacon than those that suggested tomatoes.","So, 315 more students suggested bacon than those that suggested tomatoes."
svamp,add1,For Gwen's birthday she received 2 dollars from her mom. Her,3.0,7.0,6.0,True,86,9,False,False,False,True,True,True,False,True,True,3.,True,True,calculation,states correct value,"6>>6 dollars. After spending 3 dollars, she still had 6 - 3 = <<6-3=3>>3 dollars left.","6>>6 dollars. After spending 3 dollars, she still had 6 - 3 = <<6-3=3>>3 dollars left."
svamp,add1,Jesse's room is 19 feet wide and 20 feet long. How much long,1.0,2.0,1.0,True,58,2,False,False,False,True,True,True,False,True,True,1.,True,True,calculation,states correct value,"1 foot. So, Jesse's room is 1 foot longer than it is wide.","1 foot. So, Jesse's room is 1 foot longer than it is wide."
svamp,add1,The ring toss game at the carnival made 120 dollars in the f,6.0,7.0,6.0,True,17,1,False,False,False,True,True,True,False,True,True,6 dollars per day.,True,True,calculation,states correct value,6 dollars per day,6 dollars per day
svamp,add1,Melissa scored a total of 21 points playing some games. Is s,3.0,4.0,3.0,True,26,1,False,False,False,False,True,True,False,True,True,3,True,True,calculation,complete hallucination,A: Melissa played 3 games.,A: Melissa played 3 games.
svamp,add1,Debby bought 200 water bottles and 256 soda bottles when the,64.0,1.641,0.641,True,301,4,False,False,False,False,True,True,False,False,True,64 days.,True,True,calculation,explicitly identifies error,"A: I apologize for the confusion in my previous response. Since Debby drinks 4 soda bottles a day, we can find out how m",mber of soda bottles by the number of soda bottles she drinks per day: |  | 256 soda bottles / 4 soda bottles/day = 64 days.
svamp,add1,If you had 4 bags with equal number of cookies and 36 cookie,9.0,10.0,9.0,True,17,1,False,False,False,True,True,True,False,True,True,9 cookies per bag.,True,True,calculation,states correct value,9 cookies per bag,9 cookies per bag
svamp,add1,"19 red peaches, 11 yellow peaches and 12 green peaches are i",8.0,9.0,8.0,True,57,1,False,False,False,True,True,True,False,True,True,8.,True,True,calculation,states correct value,8 more red peaches than yellow peaches are in the basket.,8 more red peaches than yellow peaches are in the basket.
svamp,add1,Julia played tag with 18 kids on monday. She played tag with,8.0,9.0,8.0,True,7,1,False,True,False,True,True,True,False,True,True,8.,True,True,calculation,states correct value,8 kids.,8 kids.
svamp,add1,Nell collects baseball cards. She gave 301 of her cards to J,455.0,456.0,455.0,True,29,1,False,False,False,False,False,False,True,False,True,455,True,True,calculation,complete hallucination,Nell had initially 456 cards.,Nell had initially 456 cards.
svamp,add1,"Julia played tag with 15 kids on monday, 18 kids on tuesday ",33.0,34.0,33.0,True,7,1,False,True,False,True,True,True,False,True,True,33 kids.,True,True,calculation,states correct value,33 kids,33 kids
svamp,add1,36 campers went rowing in the morning 13 campers went rowing,98.0,99.0,98.0,True,50,1,False,False,False,False,False,False,True,False,True,98.,True,True,calculation,complete hallucination,"campers. Therefore, 99 campers went rowing in all.","campers. Therefore, 99 campers went rowing in all."
svamp,add1,You have 104 dollars. How many packs of dvds can you buy if ,4.0,5.0,4.0,True,28,1,False,False,False,False,True,True,False,True,True,4,True,True,calculation,complete hallucination,You can buy 4 packs of DVDs.,You can buy 4 packs of DVDs.
svamp,add1,Kelly has 20 nintendo games and 70 sony games. How many nint,8.0,9.0,8.0,True,61,2,False,False,False,False,True,False,False,True,True,8.,True,True,calculation,complete hallucination,A: Kelly needs to give away 8 Nintendo games to have 12 left.,A: Kelly needs to give away 8 Nintendo games to have 12 left.
svamp,add1,There were 10 roses in the vase. Jessica cut 8 more roses fr,18.0,19.0,18.0,True,38,1,False,False,False,False,True,True,False,True,True,18.,True,True,calculation,complete hallucination,A: There are now 18 roses in the vase.,A: There are now 18 roses in the vase.
svamp,add1,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sw,7.0,8.0,7.0,True,60,3,False,False,False,True,True,True,False,True,True,7.,True,True,calculation,states correct value,"7>>7 sweet cookies left. |  | So, Paco had 7 sweet cookies left.","7>>7 sweet cookies left. |  | So, Paco had 7 sweet cookies left."
svamp,add1,Mary is baking a cake. The recipe calls for 9 cups of flour ,6.0,7.0,6.0,True,24,2,False,False,False,True,True,False,True,True,True,6.,True,True,calculation,states correct value,6>>7 more cups of flour.,6>>7 more cups of flour.
svamp,add1,Each pack of dvds costs 107 dollars. If there is a discount ,93.0,2.0,1.0,True,299,7,False,False,False,False,True,True,True,False,True,46.,False,False,calculation,,"Now, we know that each pack of DVDs costs 2 dollars after the discount. To find out how many packs we can buy with 93 do","price of each pack: |  | 93 / 2 = 46.5 |  | Since we can't buy half a pack of DVDs, we can buy 46 packs of DVDs with 93 dollars."
svamp,add1,Bryan took a look at his books as well. He has 7 bookshelves,4.0,5.0,4.0,True,22,1,False,False,False,True,True,True,False,True,True,4 books per bookshelf.,True,True,calculation,states correct value,4 books per bookshelf.,4 books per bookshelf.
svamp,add1,Jack received 6 emails and sent 91 letters in the morning. H,8.0,9.0,8.0,True,23,2,False,False,False,True,True,True,False,True,True,8.,True,True,calculation,states correct value,8>>8 emails in the day.,8>>8 emails in the day.
svamp,add1,Katie had 91 ds games and her new friends had 88 games and o,141.0,142.0,141.0,True,65,1,False,False,False,False,False,False,True,False,True,142.,False,False,calculation,,"games (total friends) |  | So, Katie's friends have 142 games in all.","games (total friends) |  | So, Katie's friends have 142 games in all."
svamp,add1,Brenda's mother made cookies for guests. Each guest had 2 co,5.0,6.0,5.0,True,8,1,False,True,False,True,True,True,False,True,True,5 guests.,True,True,calculation,states correct value,5 guests,5 guests
svamp,add1,Every day Ryan spends a total of 3 hours on learning english,1.0,2.0,1.0,True,71,2,False,False,False,True,True,True,False,True,True,1,True,True,calculation,states correct value,"1 hour (Chinese) |  | So, Ryan spends 1 hour on learning Chinese every day.","1 hour (Chinese) |  | So, Ryan spends 1 hour on learning Chinese every day."
svamp,add1,He then went to see the oranges being harvested. He found ou,3.0,4.0,3.0,True,95,3,False,False,False,False,True,False,False,True,True,3.,True,True,calculation,complete hallucination,A: It took 3 days to harvest 54 sacks of oranges if they harvested 18 sacks of oranges per day.,A: It took 3 days to harvest 54 sacks of oranges if they harvested 18 sacks of oranges per day.
svamp,add1,A waiter had 8 customers. After some left he still had 5 cus,3.0,4.0,3.0,True,17,1,False,False,False,True,True,True,False,True,True,3.,True,True,calculation,states correct value,3 customers left.,3 customers left.
svamp,add1,Every day Ryan spends 6 hours on learning english and 7 hour,1.0,2.0,1.0,True,32,1,False,False,False,True,True,True,False,True,True,1.,True,True,calculation,states correct value,1 hour more on learning Chinese.,1 hour more on learning Chinese.
svamp,add1,Zachary did 19 push-ups in gym class today. David did 39 mor,58.0,59.0,58.0,True,26,1,False,False,False,False,False,False,True,False,True,59.,False,False,calculation,,"So, David did 59 push-ups.","So, David did 59 push-ups."
svamp,add1,There were 15 roses in the vase. Jessica threw away 33 roses,2.0,6.0,5.0,True,211,6,False,False,False,True,True,True,False,True,True,2.,True,True,calculation,states correct value,"5 roses from her flower garden. |  | Now, we need to find out how many more roses she cut than those she threw away. She cut","those she threw away. She cut 5 roses and threw away 3 roses, so she cut 5 - 3 = 2 more roses than those she threw away."
svamp,add1,Zachary did 15 push-ups in gym class today. David did 39 mor,30.0,-31.0,30.0,True,952,18,False,False,False,False,True,True,False,True,True,-30.,False,False,calculation,,"A: Let's think step by step. First, we need to find out how many push-ups David did. Since he did 39 more than Zachary, ","e numbers into the equation: |  | More push-ups = 15 - 45 |  | More push-ups = -30 |  | So, Zachary did 30 fewer push-ups than John."
svamp,add1,Lewis earns $ 2 every week during the harvest. If he earns a,89.0,90.0,89.0,True,249,5,False,False,False,False,True,True,False,True,True,89 weeks.,True,True,calculation,directly redoes calculation,A: Let's think step by step. Lewis earns $2 every week during the harvest. He earned a total of $178. To find out how ma,"the harvest lasted, we need to divide the total amount he earned by the amount he earns per week: |  | $178 ÷ $2 = 89 weeks."
svamp,add1,He then went to see the oranges being harvested. He found ou,1080.0,1081.0,1080.0,True,26,1,False,False,False,True,False,False,False,False,True,1080.,True,True,calculation,partial hallucination,0 sacks of unripe oranges.,0 sacks of unripe oranges.
svamp,add1,There are 466 pots. Each pot has 53 flowers and 181 sticks i,109044.0,24699.0,24698.0,True,471,11,False,False,False,False,False,False,True,False,True,109045.,False,False,calculation,,"flowers |  | Next, we need to find the total number of sticks in all the pots. To do this, we multiply the number of pots (4","icks (84346). |  | 24699 flowers + 84346 sticks = 109045 flowers and sticks |  | So, there are 109045 flowers and sticks in all."
svamp,add1,In a school there are 569 girls and 236 boys. How many more ,333.0,334.0,333.0,True,40,1,False,False,False,False,False,False,True,False,True,334.,False,False,calculation,,The school has 334 more girls than boys.,The school has 334 more girls than boys.
svamp,add1,Paul had 42 pens and 143 books. After selling some books and,23.0,24.0,23.0,True,8,1,False,True,False,True,True,True,False,True,True,23 pens.,True,True,calculation,states correct value,23 pens.,23 pens.
svamp,add1,Each Ferris wheel in paradise park has 19 seats. Each seat i,5700.0,5701.0,5700.0,True,9,1,False,True,False,True,False,False,False,False,True,5700 people.,True,True,calculation,partial hallucination,0 people.,0 people.
svamp,add1,Paul had 108 books and 55 pens. After selling some books and,42.0,43.0,42.0,True,38,1,False,False,False,False,False,False,True,False,True,42.,True,True,calculation,complete hallucination,Paul sold 43 books in the garage sale.,Paul sold 43 books in the garage sale.
svamp,add1,"Julia played tag with 5 kids on monday, 9 kids on tuesday an",20.0,21.0,20.0,True,58,1,False,False,False,False,False,False,True,False,True,20,True,True,calculation,complete hallucination,"So, Julia played tag with 21 kids on Monday and Wednesday.","So, Julia played tag with 21 kids on Monday and Wednesday."
svamp,add1,Danny collects bottle caps and wrappers. He found 10 bottle ,16.0,17.0,16.0,True,111,2,False,False,False,True,True,True,False,True,True,16.,True,True,calculation,states correct value,"16 (more wrappers than bottle caps now) |  | So, Danny has 16 more wrappers than bottle caps in his collection now.","16 (more wrappers than bottle caps now) |  | So, Danny has 16 more wrappers than bottle caps in his collection now."
svamp,add1,Tiffany was collecting cans for recycling. On monday she had,14.0,15.0,14.0,True,29,1,False,False,False,True,True,True,False,True,True,14 bags of cans after Monday.,True,True,calculation,states correct value,14 bags of cans after Monday.,14 bags of cans after Monday.
svamp,add1,Faye was placing her pencils into rows with 16 pencils in ea,42.0,43.0,42.0,True,12,2,False,False,False,True,True,True,False,True,True,42.,True,True,calculation,states correct value,42>>42 rows.,42>>42 rows.
svamp,add1,4 birds and 3 storks were sitting on the fence. 6 more stork,5.0,6.0,5.0,True,49,2,False,False,False,True,True,True,False,True,True,5.,True,True,calculation,states correct value,5>>5 more storks than birds sitting on the fence.,5>>5 more storks than birds sitting on the fence.
svamp,add1,6 packs of dvds can be bought with 120 dollars. How much doe,20.0,21.0,20.0,True,19,1,False,False,False,True,True,True,False,True,True,20 dollars per pack.,True,True,calculation,states correct value,20 dollars per pack,20 dollars per pack
svamp,add1,"Julia played tag with 14 kids on monday, 2 kids on tuesday a",6.0,7.0,6.0,True,7,1,False,True,False,True,True,True,False,True,True,6.,True,True,calculation,states correct value,6 kids.,6 kids.
svamp,add1,"There were 73 parents, 724 pupils and 744 teachers in the pr",1541.0,1542.0,1541.0,True,50,1,False,False,False,False,False,False,True,False,True,1542.,False,False,calculation,,"So, there were 1542 people present in the program.","So, there were 1542 people present in the program."
svamp,add1,Bryan took a look at his books as well. If he has 34 books d,17.0,18.0,17.0,True,27,1,False,False,False,True,True,True,False,True,True,17 books in each bookshelf.,True,True,calculation,states correct value,17 books in each bookshelf.,17 books in each bookshelf.
svamp,add1,Jake has 6 fewer peaches and 8 more apples than Steven. Stev,1.0,12.0,11.0,True,212,7,False,False,False,False,True,True,False,False,True,1.,True,True,other,complete hallucination,Jake's apples = 16 + 8 = 24 |  | Now we need to find out how many more peaches than apples Steven has. We can write this as:,"n has. We can write this as: |  | Steven's peaches - Steven's apples = 17 - 16 = 1 |  | So, Steven has 1 more peach than apples."
svamp,add1,Next on his checklist is wax to stick the feathers together.,481.0,482.0,481.0,True,34,1,False,False,False,False,True,True,False,True,True,481.,True,True,calculation,complete hallucination,A: He needs 481 more grams of wax.,A: He needs 481 more grams of wax.
svamp,add1,Steven has 19 peaches. Jake has 12 fewer peaches than Steven,7.0,8.0,7.0,True,13,2,False,False,False,True,True,True,False,True,True,7.,True,True,calculation,states correct value,7>>7 peaches.,7>>7 peaches.
svamp,add1,A book has 3 chapters. The first chapter is 91 pages long th,68.0,69.0,68.0,True,60,1,False,False,False,False,False,False,True,False,True,68.,True,True,calculation,complete hallucination,The first chapter has 69 more pages than the second chapter.,The first chapter has 69 more pages than the second chapter.
svamp,add1,Danny collects bottle caps. He found 36 bottle caps at the p,1.0,2.0,1.0,True,277,8,False,False,False,True,True,True,False,True,True,1.,True,True,calculation,states correct value,1 = 22 |  | x = 21 |  | So Danny initially had 21 bottle caps. Now we can find out how many more bottle caps he found at the par,le caps - Old bottle caps = Difference |  | 36 - 35 = 1 |  | Danny found 1 more bottle cap at the park than those he threw away.
svamp,add1,"At the zoo, a cage had 95 snakes and 61 alligators. If 64 sn",31.0,32.0,31.0,True,19,0,False,False,True,False,False,False,False,False,True,31 snakes.,True,True,calculation,complete hallucination,snakes (not hiding),snakes (not hiding)
svamp,add1,Emily is making bead necklaces for her friends. She was able,3.0,4.0,3.0,True,74,3,False,False,False,False,True,True,False,True,True,3.,True,True,calculation,complete hallucination,beads because 18 beads divided by 6 necklaces equals 3 beads per necklace.,beads because 18 beads divided by 6 necklaces equals 3 beads per necklace.
svamp,add1,Danny collects bottle caps and wrappers. He found 22 bottle ,6.0,7.0,6.0,True,55,3,False,False,False,True,True,True,False,True,True,6.,True,True,calculation,states correct value,"6>>6 bottle caps. So, Danny had 6 bottle caps at first.","6>>6 bottle caps. So, Danny had 6 bottle caps at first."
svamp,add1,During summer break 819058 kids from Lawrence county go to c,150780.0,150781.0,150780.0,True,92,1,False,False,False,False,False,False,True,False,True,150781.,False,False,calculation,,"So, 150781 more kids spent their summer break at the camp compared to those who stayed home.","So, 150781 more kids spent their summer break at the camp compared to those who stayed home."
svamp,add1,Mary is baking a cake. The recipe calls for 5 cups of sugar ,1.0,2.0,1.0,True,15,1,False,False,False,True,True,True,False,True,True,1,True,True,calculation,states correct value,1 cup of flour.,1 cup of flour.
svamp,add1,"Julia played tag with 15 kids on monday, 18 kids on tuesday ",26.0,27.0,26.0,True,75,1,False,False,False,False,False,False,True,False,True,27.,False,False,calculation,,"So, Julia played with 27 more kids on Monday and Tuesday than on Wednesday.","So, Julia played with 27 more kids on Monday and Tuesday than on Wednesday."
